timestamp,utilization.gpu,utilization.memory,memory.used,temperature.gpu,power.draw,clocks.sm,pstate
2026/09/06 17:59:05.694, 100 %, 2 %, 9361 MiB, 54, 119.75 W, 2790 MHz, P2
2026/09/06 17:59:07.729, 100 %, 2 %, 9361 MiB, 54, 119.72 W, 2790 MHz, P2
2026/09/06 17:59:09.764, 100 %, 2 %, 9361 MiB, 54, 119.74 W, 2790 MHz, P2
2026/09/06 17:59:15.380, 100 %, 2 %, 9348 MiB, 54, 119.61 W, 2790 MHz, P2
2026/09/06 17:59:17.416, 100 %, 2 %, 9316 MiB, 54, 119.48 W, 2790 MHz, P2
2026/09/06 17:59:19.453, 100 %, 2 %, 9316 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 17:59:21.488, 100 %, 2 %, 9315 MiB, 54, 119.59 W, 2790 MHz, P2
2026/09/06 17:59:23.524, 100 %, 2 %, 9316 MiB, 54, 119.61 W, 2790 MHz, P2
2026/09/06 17:59:25.561, 100 %, 2 %, 9316 MiB, 54, 119.66 W, 2790 MHz, P2
2026/09/06 17:59:27.598, 100 %, 2 %, 9316 MiB, 54, 119.63 W, 2790 MHz, P2
2026/09/06 17:59:29.634, 100 %, 2 %, 9316 MiB, 54, 119.74 W, 2790 MHz, P2
2026/09/06 17:59:31.671, 100 %, 2 %, 9316 MiB, 54, 119.61 W, 2790 MHz, P2
2026/09/06 17:59:33.707, 100 %, 2 %, 9316 MiB, 54, 119.56 W, 2790 MHz, P2
2026/09/06 17:59:35.742, 100 %, 2 %, 9316 MiB, 54, 119.61 W, 2790 MHz, P2
2026/09/06 17:59:37.776, 100 %, 2 %, 9316 MiB, 54, 119.56 W, 2790 MHz, P2
2026/09/06 17:59:39.811, 100 %, 2 %, 9315 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 17:59:41.847, 100 %, 2 %, 9317 MiB, 54, 119.64 W, 2790 MHz, P2
2026/09/06 17:59:43.882, 100 %, 2 %, 9317 MiB, 54, 119.68 W, 2790 MHz, P2
2026/09/06 17:59:45.917, 100 %, 2 %, 9316 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 17:59:51.543, 100 %, 2 %, 9314 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 17:59:53.578, 100 %, 2 %, 9314 MiB, 54, 119.48 W, 2790 MHz, P2
2026/09/06 17:59:55.614, 100 %, 2 %, 9314 MiB, 54, 119.59 W, 2790 MHz, P2
2026/09/06 17:59:57.653, 100 %, 2 %, 9314 MiB, 54, 119.56 W, 2790 MHz, P2
2026/09/06 17:59:59.689, 100 %, 2 %, 9314 MiB, 54, 119.54 W, 2790 MHz, P2
2026/09/06 18:00:01.725, 100 %, 2 %, 9313 MiB, 54, 119.66 W, 2790 MHz, P2
2026/09/06 18:00:03.760, 100 %, 2 %, 9314 MiB, 54, 119.65 W, 2790 MHz, P2
2026/09/06 18:00:05.795, 100 %, 2 %, 9314 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:00:07.830, 100 %, 2 %, 9314 MiB, 54, 119.67 W, 2790 MHz, P2
2026/09/06 18:00:09.865, 100 %, 2 %, 9314 MiB, 54, 119.72 W, 2790 MHz, P2
2026/09/06 18:00:11.900, 100 %, 2 %, 9314 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 18:00:13.936, 100 %, 2 %, 9314 MiB, 54, 119.73 W, 2790 MHz, P2
2026/09/06 18:00:15.971, 100 %, 2 %, 9314 MiB, 54, 119.58 W, 2790 MHz, P2
2026/09/06 18:00:18.007, 100 %, 2 %, 9313 MiB, 54, 119.50 W, 2790 MHz, P2
2026/09/06 18:00:20.044, 100 %, 2 %, 9311 MiB, 54, 119.64 W, 2790 MHz, P2
2026/09/06 18:00:22.077, 100 %, 2 %, 9313 MiB, 54, 119.65 W, 2790 MHz, P2
2026/09/06 18:00:27.698, 100 %, 2 %, 9313 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:00:29.736, 100 %, 2 %, 9313 MiB, 53, 119.77 W, 2790 MHz, P2
2026/09/06 18:00:31.772, 100 %, 2 %, 9313 MiB, 54, 119.72 W, 2790 MHz, P2
2026/09/06 18:00:33.808, 100 %, 2 %, 9313 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:00:35.846, 100 %, 2 %, 9313 MiB, 54, 119.73 W, 2790 MHz, P2
2026/09/06 18:00:37.881, 100 %, 2 %, 9313 MiB, 54, 119.57 W, 2790 MHz, P2
2026/09/06 18:00:39.916, 100 %, 2 %, 9313 MiB, 54, 119.64 W, 2790 MHz, P2
2026/09/06 18:00:41.955, 100 %, 2 %, 9312 MiB, 54, 119.66 W, 2790 MHz, P2
2026/09/06 18:00:43.992, 100 %, 2 %, 9313 MiB, 54, 119.59 W, 2790 MHz, P2
2026/09/06 18:00:46.028, 100 %, 2 %, 9313 MiB, 54, 119.59 W, 2790 MHz, P2
2026/09/06 18:00:48.068, 100 %, 2 %, 9313 MiB, 54, 119.62 W, 2790 MHz, P2
2026/09/06 18:00:50.105, 100 %, 2 %, 9313 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:00:52.141, 100 %, 2 %, 9313 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:00:54.176, 100 %, 2 %, 9313 MiB, 54, 119.62 W, 2790 MHz, P2
2026/09/06 18:00:56.214, 100 %, 2 %, 9313 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 18:00:58.253, 100 %, 2 %, 9313 MiB, 54, 119.71 W, 2790 MHz, P2
2026/09/06 18:01:03.877, 100 %, 2 %, 9311 MiB, 54, 119.57 W, 2790 MHz, P2
2026/09/06 18:01:05.915, 100 %, 2 %, 9313 MiB, 54, 119.62 W, 2790 MHz, P2
2026/09/06 18:01:07.950, 100 %, 2 %, 9311 MiB, 54, 119.59 W, 2790 MHz, P2
2026/09/06 18:01:09.986, 100 %, 2 %, 9313 MiB, 54, 119.49 W, 2790 MHz, P2
2026/09/06 18:01:12.021, 100 %, 2 %, 9313 MiB, 54, 119.50 W, 2790 MHz, P2
2026/09/06 18:01:14.059, 100 %, 2 %, 9313 MiB, 54, 119.44 W, 2790 MHz, P2
2026/09/06 18:01:16.097, 100 %, 2 %, 9313 MiB, 54, 119.54 W, 2790 MHz, P2
2026/09/06 18:01:18.133, 100 %, 2 %, 9313 MiB, 54, 119.44 W, 2790 MHz, P2
2026/09/06 18:01:20.169, 100 %, 2 %, 9313 MiB, 54, 119.50 W, 2790 MHz, P2
2026/09/06 18:01:22.205, 100 %, 2 %, 9311 MiB, 54, 119.46 W, 2790 MHz, P2
2026/09/06 18:01:24.242, 100 %, 2 %, 9325 MiB, 54, 119.44 W, 2790 MHz, P2
2026/09/06 18:01:26.278, 100 %, 2 %, 9322 MiB, 54, 119.60 W, 2790 MHz, P2
2026/09/06 18:01:28.312, 100 %, 2 %, 9325 MiB, 54, 119.43 W, 2790 MHz, P2
2026/09/06 18:02:33.981, 60 %, 1 %, 9110 MiB, 54, 114.61 W, 2790 MHz, P0
2026/09/06 18:02:36.032, 0 %, 6 %, 9116 MiB, 44, 37.53 W, 540 MHz, P5
2026/09/06 18:02:38.083, 2 %, 36 %, 9116 MiB, 43, 15.23 W, 210 MHz, P8
2026/09/06 18:02:40.139, 1 %, 23 %, 9121 MiB, 42, 14.07 W, 210 MHz, P8
2026/09/06 18:02:42.192, 2 %, 43 %, 9117 MiB, 41, 14.08 W, 210 MHz, P8
2026/09/06 18:02:44.251, 2 %, 48 %, 9115 MiB, 40, 14.07 W, 210 MHz, P8
2026/09/06 18:02:49.882, 4 %, 29 %, 9116 MiB, 40, 14.29 W, 210 MHz, P8
2026/09/06 18:02:51.934, 2 %, 31 %, 9116 MiB, 39, 13.92 W, 210 MHz, P8
2026/09/06 18:02:53.987, 2 %, 20 %, 9116 MiB, 39, 12.92 W, 210 MHz, P8
2026/09/06 18:02:56.042, 3 %, 25 %, 9115 MiB, 39, 13.22 W, 210 MHz, P8
2026/09/06 18:02:58.095, 1 %, 56 %, 9116 MiB, 39, 13.52 W, 210 MHz, P8
2026/09/06 18:03:00.148, 1 %, 50 %, 9116 MiB, 39, 13.61 W, 210 MHz, P8
2026/09/06 18:03:02.202, 4 %, 20 %, 9116 MiB, 39, 13.94 W, 210 MHz, P8
2026/09/06 18:03:04.261, 2 %, 37 %, 9116 MiB, 39, 13.94 W, 210 MHz, P8
2026/09/06 18:03:06.314, 2 %, 30 %, 9115 MiB, 39, 14.10 W, 210 MHz, P8
2026/09/06 18:03:08.369, 2 %, 22 %, 9116 MiB, 39, 13.95 W, 210 MHz, P8
2026/09/06 18:03:10.423, 2 %, 26 %, 9115 MiB, 39, 13.44 W, 210 MHz, P8
2026/09/06 18:03:12.482, 2 %, 18 %, 9116 MiB, 39, 13.14 W, 210 MHz, P8
2026/09/06 18:03:14.535, 2 %, 37 %, 9116 MiB, 39, 13.48 W, 210 MHz, P8
2026/09/06 18:03:16.586, 4 %, 26 %, 9116 MiB, 39, 13.72 W, 210 MHz, P8
2026/09/06 18:03:18.638, 1 %, 37 %, 9116 MiB, 39, 13.58 W, 210 MHz, P8
2026/09/06 18:03:20.690, 2 %, 24 %, 9116 MiB, 39, 13.50 W, 210 MHz, P8
2026/09/06 18:03:26.335, 2 %, 37 %, 9116 MiB, 39, 13.79 W, 210 MHz, P8
2026/09/06 18:03:28.391, 3 %, 50 %, 9116 MiB, 39, 13.21 W, 210 MHz, P8
2026/09/06 18:03:30.444, 5 %, 33 %, 9116 MiB, 38, 13.61 W, 210 MHz, P8
2026/09/06 18:03:32.507, 3 %, 44 %, 9115 MiB, 38, 13.26 W, 210 MHz, P8
2026/09/06 18:03:34.560, 2 %, 49 %, 9116 MiB, 38, 13.15 W, 210 MHz, P8
2026/09/06 18:03:36.611, 1 %, 42 %, 9116 MiB, 38, 13.58 W, 210 MHz, P8
2026/09/06 18:03:38.664, 4 %, 20 %, 9116 MiB, 38, 13.25 W, 210 MHz, P8
2026/09/06 18:03:40.719, 4 %, 27 %, 9117 MiB, 38, 13.90 W, 210 MHz, P8
2026/09/06 18:03:42.775, 2 %, 33 %, 9117 MiB, 38, 13.53 W, 210 MHz, P8
2026/09/06 18:03:44.828, 1 %, 41 %, 9117 MiB, 38, 13.56 W, 210 MHz, P8
2026/09/06 18:03:46.883, 2 %, 21 %, 9116 MiB, 38, 13.95 W, 210 MHz, P8
2026/09/06 18:03:48.938, 1 %, 36 %, 9116 MiB, 38, 13.71 W, 210 MHz, P8
2026/09/06 18:03:50.993, 5 %, 26 %, 9115 MiB, 38, 13.68 W, 210 MHz, P8
2026/09/06 18:03:53.045, 2 %, 24 %, 9116 MiB, 38, 13.57 W, 210 MHz, P8
2026/09/06 18:03:55.096, 1 %, 24 %, 9116 MiB, 38, 13.32 W, 210 MHz, P8
2026/09/06 18:03:57.159, 2 %, 11 %, 9116 MiB, 38, 13.23 W, 210 MHz, P8
2026/09/06 18:04:02.788, 2 %, 39 %, 9116 MiB, 38, 13.44 W, 210 MHz, P8
2026/09/06 18:04:04.841, 4 %, 20 %, 9116 MiB, 38, 13.58 W, 210 MHz, P8
2026/09/06 18:04:06.892, 1 %, 38 %, 9116 MiB, 38, 13.44 W, 210 MHz, P8
2026/09/06 18:04:08.948, 4 %, 27 %, 9104 MiB, 38, 13.64 W, 210 MHz, P8
2026/09/06 18:04:11.010, 2 %, 32 %, 9116 MiB, 38, 13.48 W, 210 MHz, P8
2026/09/06 18:04:13.067, 3 %, 34 %, 9116 MiB, 38, 13.55 W, 210 MHz, P8
2026/09/06 18:04:15.122, 5 %, 32 %, 9116 MiB, 38, 13.33 W, 210 MHz, P8
2026/09/06 18:04:17.174, 3 %, 40 %, 9115 MiB, 38, 13.18 W, 210 MHz, P8
2026/09/06 18:04:19.227, 2 %, 23 %, 9116 MiB, 38, 13.12 W, 210 MHz, P8
2026/09/06 18:04:21.282, 2 %, 43 %, 9116 MiB, 38, 13.61 W, 210 MHz, P8
2026/09/06 18:04:23.335, 2 %, 34 %, 9116 MiB, 38, 13.35 W, 210 MHz, P8
2026/09/06 18:04:25.389, 4 %, 47 %, 9116 MiB, 38, 13.31 W, 210 MHz, P8
2026/09/06 18:04:27.444, 3 %, 24 %, 9116 MiB, 38, 13.33 W, 210 MHz, P8
2026/09/06 18:04:29.501, 2 %, 25 %, 9116 MiB, 38, 13.18 W, 210 MHz, P8
2026/09/06 18:04:31.552, 4 %, 32 %, 9116 MiB, 38, 13.18 W, 210 MHz, P8
2026/09/06 18:04:33.606, 1 %, 40 %, 9116 MiB, 38, 13.43 W, 210 MHz, P8
2026/09/06 18:04:39.246, 7 %, 29 %, 9115 MiB, 38, 13.33 W, 210 MHz, P8
2026/09/06 18:04:41.299, 4 %, 44 %, 9116 MiB, 38, 12.85 W, 210 MHz, P8
2026/09/06 18:04:43.355, 1 %, 50 %, 9115 MiB, 38, 13.46 W, 210 MHz, P8
2026/09/06 18:04:45.407, 1 %, 27 %, 9117 MiB, 38, 13.20 W, 210 MHz, P8
2026/09/06 18:04:47.460, 1 %, 31 %, 9117 MiB, 38, 13.19 W, 210 MHz, P8
2026/09/06 18:04:49.515, 4 %, 24 %, 9116 MiB, 37, 12.98 W, 210 MHz, P8
2026/09/06 18:04:51.568, 1 %, 40 %, 9116 MiB, 37, 13.80 W, 210 MHz, P8
2026/09/06 18:04:53.632, 4 %, 24 %, 9116 MiB, 37, 13.06 W, 210 MHz, P8
2026/09/06 18:04:55.684, 2 %, 21 %, 9116 MiB, 37, 13.00 W, 210 MHz, P8
2026/09/06 18:04:57.731, 2 %, 36 %, 9115 MiB, 37, 13.32 W, 210 MHz, P8
2026/09/06 18:04:59.783, 4 %, 35 %, 9116 MiB, 37, 12.89 W, 210 MHz, P8
2026/09/06 18:05:01.836, 1 %, 31 %, 9115 MiB, 37, 12.92 W, 210 MHz, P8
2026/09/06 18:05:03.887, 1 %, 13 %, 9116 MiB, 37, 12.91 W, 210 MHz, P8
2026/09/06 18:05:05.941, 2 %, 32 %, 9116 MiB, 37, 13.48 W, 210 MHz, P8
2026/09/06 18:05:07.993, 1 %, 10 %, 9116 MiB, 37, 13.64 W, 210 MHz, P8
2026/09/06 18:05:13.644, 4 %, 38 %, 9116 MiB, 37, 13.15 W, 210 MHz, P8
2026/09/06 18:05:15.698, 6 %, 21 %, 9116 MiB, 37, 13.39 W, 210 MHz, P8
2026/09/06 18:05:17.752, 2 %, 28 %, 9116 MiB, 37, 13.22 W, 210 MHz, P8
2026/09/06 18:05:19.803, 1 %, 42 %, 9116 MiB, 37, 13.21 W, 210 MHz, P8
2026/09/06 18:05:21.855, 1 %, 22 %, 9116 MiB, 37, 13.68 W, 210 MHz, P8
2026/09/06 18:05:23.908, 5 %, 45 %, 9115 MiB, 37, 12.90 W, 210 MHz, P8
2026/09/06 18:05:25.959, 1 %, 8 %, 9116 MiB, 37, 12.60 W, 210 MHz, P8
2026/09/06 18:05:28.010, 3 %, 36 %, 9116 MiB, 37, 13.20 W, 210 MHz, P8
2026/09/06 18:05:30.061, 1 %, 25 %, 9116 MiB, 37, 12.88 W, 210 MHz, P8
2026/09/06 18:05:32.112, 1 %, 34 %, 9116 MiB, 37, 13.11 W, 210 MHz, P8
